nodeid,baseline_outcome,final_outcome,failure_set_change,root_cause,affects_our_drawio_workflow,evidence,final_note
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[centrifuge/perforated_shell],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[centrifuge/pusher],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[centrifuge/screw_perforated],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[centrifuge/skimmer],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[centrifuge/solid_shell],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[column/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[column/packed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[compressor/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[compressor/liquid_ring],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[compressor/reciprocating],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[compressor/rotary],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[concrete_basin/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[conveyor/default],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[conveyor/screw],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooler/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/dry_forced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/dry_induced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/dry_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/forced_draft],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/general],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/induced_draft],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/wet_dry_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/wet_forced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/wet_induced],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[cooling_tower/wet_natural],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/cone],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/hammer],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/impact],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/jaw],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crusher/roller],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[crushing_machine/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/belt],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/fluidized_bed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/general],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/shelf],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/spray],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[dryer/turbo],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[ejector/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[elevator/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[elevator/z_form],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[evaporator/calandria],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[evaporator/climbing_film],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[evaporator/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[evaporator/falling_film],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[evaporator/plate],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[feed/default],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[feeder/general],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[feeder/metering],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[feeder/rotary_table],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[feeder/rotary_valve],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/belt],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/fixed_bed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/gas],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/gas_belt],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[filter/gas_fixed_bed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
